TradeID,Trade_Time,AccountID,Trader,Stock_Name,Stock_Ticker,Side,Quantity,Price
T01529,2026-01-06 11:40,acc0018,TRD1,Exxon Mobil,XOM,BUY,776,109.54
T01530,2026-01-06 11:40,acc0005,TRD5,Meta Platforms,META,SELL,217,373.26
T01531,2026-01-06 11:40,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,SELL,322,476.62
T01532,2026-01-06 11:40,acc0014,TRD4,Kraft Heinz,KHC,BUY,979,35.03
T01533,2026-01-06 11:40,acc0012,TRD1,Amazon,AMZN,BUY,762,164.75
T01534,2026-01-06 11:40,acc0017,TRD1,Google,GOOG,BUY,1397,153.57
T01535,2026-01-06 11:40,acc0020,TRD10,Canadian Pacific Kansas City,CP,BUY,455,89.68
T01536,2026-01-06 11:40,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,4171,66.53
T01537,2026-01-06 11:40,acc0003,TRD3,BlackBerry,BB,BUY,16262,4.88
T01538,2026-01-06 11:40,acc0018,TRD1,Exxon Mobil,XOM,BUY,2149,109.55
T01539,2026-01-06 11:40,acc0006,TRD5,TC Energy,TRP,SELL,2352,38.97
T01540,2026-01-06 11:40,acc0017,TRD1,Google,GOOG,SELL,762,153.28
T01541,2026-01-06 11:40,acc0001,TRD1,Apple,AAPL,BUY,715,190.97
T01542,2026-01-06 11:40,acc0012,TRD1,Royal Bank of Canada,RY,SELL,836,132.83
T01543,2026-01-06 11:41,acc0004,TRD4,JPMorgan Chase,JPM,BUY,1042,181.28
T01544,2026-01-06 11:41,acc0003,TRD3,Constellation Energy,CEG,SELL,1012,135.19
T01545,2026-01-06 11:41,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,BUY,6426,32.33
T01546,2026-01-06 11:41,acc0014,TRD4,Shopify,SHOP,SELL,2098,98.74
T01547,2026-01-06 11:41,acc0014,TRD10,Plug Power,PLUG,SELL,3322,2.83
T01548,2026-01-06 11:41,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,BUY,6173,32.34
T01549,2026-01-06 11:41,acc0014,TRD4,Shopify,SHOP,BUY,481,98.93
T01550,2026-01-06 11:41,acc0019,TRD3,Home Depot,HD,SELL,1084,373.58
T01551,2026-01-06 11:41,acc0011,TRD10,Bank of Nova Scotia,BNS,SELL,289,66.41
T01552,2026-01-06 11:41,acc0007,TRD9,Suncor Energy,SU,BUY,874,39.58
T01553,2026-01-06 11:41,acc0019,TRD10,Olema Pharmaceuticals,OLMA,SELL,3375,15.66
T01554,2026-01-06 11:41,acc0008,TRD8,Advanced Micro Devices,AMD,BUY,105,143.92
T01555,2026-01-06 11:41,acc0018,TRD2,SPDR Gold Shares,GLD,BUY,264,183.61
T01556,2026-01-06 11:41,acc0005,TRD6,Meta Platforms,META,SELL,406,375.14
T01557,2026-01-06 11:41,acc0014,TRD2,Plug Power,PLUG,SELL,19585,2.82
T01558,2026-01-06 11:41,acc0016,TRD1,NVIDIA,NVDA,BUY,575,601.4
T01559,2026-01-06 11:41,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,14391,66.36
T01560,2026-01-06 11:42,acc0014,TRD4,Shopify,SHOP,BUY,271,99.41
T01561,2026-01-06 11:42,acc0014,TRD4,Kraft Heinz,KHC,BUY,813,35.17
T01562,2026-01-06 11:42,acc0012,TRD1,Royal Bank of Canada,RY,SELL,731,132.76
T01563,2026-01-06 11:42,acc0017,TRD1,Bank of Montreal,BMO,BUY,1441,118.26
T01564,2026-01-06 11:42,acc0014,TRD4,Shopify,SHOP,SELL,236,99.26
T01565,2026-01-06 11:42,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,SELL,247,476.22
T01566,2026-01-06 11:42,acc0014,TRD4,Shopify,SHOP,SELL,367,99.28
T01567,2026-01-06 11:42,acc0014,TRD2,Shopify,SHOP,BUY,1093,99.37
T01568,2026-01-06 11:42,acc0014,TRD4,Shopify,SHOP,SELL,289,99.28
T01569,2026-01-06 11:42,acc0017,TRD1,Bank of Montreal,BMO,SELL,1355,118.11
T01570,2026-01-06 11:42,acc0014,TRD2,Shopify,SHOP,SELL,752,99.27
T01571,2026-01-06 11:42,acc0002,TRD2,Toronto-Dominion Bank,TD,BUY,883,84.72
T01572,2026-01-06 11:42,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,960,429.51
T01573,2026-01-06 11:42,acc0004,TRD4,Air Canada,AC,SELL,5071,18.08
T01574,2026-01-06 11:42,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,2964,66.9
T01575,2026-01-06 11:43,acc0012,TRD10,Royal Bank of Canada,RY,SELL,80,132.25
T01576,2026-01-06 11:43,acc0008,TRD8,Palantir,PLTR,SELL,2763,18.17
T01577,2026-01-06 11:43,acc0017,TRD1,Google,GOOG,SELL,804,153.75
T01578,2026-01-06 11:43,acc0018,TRD1,Exxon Mobil,XOM,BUY,673,109.53
T01579,2026-01-06 11:43,acc0019,TRD3,Olema Pharmaceuticals,OLMA,BUY,15003,15.47
T01580,2026-01-06 11:43,acc0005,TRD6,Meta Platforms,META,BUY,3357,375.73
T01581,2026-01-06 11:44,acc0016,TRD1,NVIDIA,NVDA,BUY,857,603.25
T01582,2026-01-06 11:44,acc0012,TRD1,Royal Bank of Canada,RY,BUY,1033,132.43
T01583,2026-01-06 11:44,acc0014,TRD2,Shopify,SHOP,SELL,5573,100.02
T01584,2026-01-06 11:44,acc0009,TRD8,Tilray Brands,TLRY,BUY,8394,2.18
T01585,2026-01-06 11:44,acc0018,TRD2,SPDR Gold Shares,GLD,BUY,1542,183.77
T01586,2026-01-06 11:44,acc0014,TRD2,Shopify,SHOP,SELL,621,99.96
T01587,2026-01-06 11:44,acc0001,TRD1,Apple,AAPL,SELL,866,191.01
T01588,2026-01-06 11:44,acc0014,TRD2,Shopify,SHOP,SELL,1154,99.92
T01589,2026-01-06 11:44,acc0001,TRD1,Apple,AAPL,SELL,729,191.09
T01590,2026-01-06 11:44,acc0014,TRD4,Shopify,SHOP,SELL,297,99.99
T01591,2026-01-06 11:44,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,SELL,255,478.29
T01592,2026-01-06 11:44,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,799,183.8
T01593,2026-01-06 11:44,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,3865,67.02
T01594,2026-01-06 11:44,acc0012,TRD2,Royal Bank of Canada,RY,BUY,516,132.48
T01595,2026-01-06 11:44,acc0014,TRD4,Shopify,SHOP,SELL,222,100.05
T01596,2026-01-06 11:44,acc0004,TRD4,TELUS,T,BUY,38977,23.34
T01597,2026-01-06 11:44,acc0020,TRD4,Canadian Pacific Kansas City,CP,BUY,1513,90.09
T01598,2026-01-06 11:44,acc0010,TRD6,Nano Dimension,NNDM,SELL,22383,2.54
T01599,2026-01-06 11:44,acc0004,TRD4,JPMorgan Chase,JPM,BUY,717,181.57
T01600,2026-01-06 11:44,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,2684,45.5
T01601,2026-01-06 11:44,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1084,45.43
T01602,2026-01-06 11:44,acc0011,TRD1,Microsoft,MSFT,BUY,2424,408.47
T01603,2026-01-06 11:44,acc0009,TRD9,Canopy Growth,CGC,SELL,1207,7.28
T01604,2026-01-06 11:45,acc0018,TRD2,SPDR Gold Shares,GLD,SELL,505,183.25
T01605,2026-01-06 11:45,acc0014,TRD4,Shopify,SHOP,BUY,507,99.91
T01606,2026-01-06 11:45,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,3961,66.85
T01607,2026-01-06 11:45,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,839,45.65
T01608,2026-01-06 11:45,acc0012,TRD1,Amazon,AMZN,BUY,687,165.15
T01609,2026-01-06 11:45,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,SELL,439,479.72
T01610,2026-01-06 11:45,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,SELL,287,479.36
T01611,2026-01-06 11:45,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,521,183.55
T01612,2026-01-06 11:45,acc0020,TRD4,Canadian Pacific Kansas City,CP,BUY,656,90.13
T01613,2026-01-06 11:45,acc0010,TRD6,Barrick Gold,GOLD,SELL,5456,18.35
T01614,2026-01-06 11:45,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,2046,45.67
T01615,2026-01-06 11:45,acc0012,TRD2,Amazon,AMZN,SELL,266,164.86
T01616,2026-01-06 11:45,acc0009,TRD10,Tilray Brands,TLRY,SELL,47563,2.2
T01617,2026-01-06 11:45,acc0009,TRD9,Canopy Growth,CGC,BUY,1749,7.27
T01618,2026-01-06 11:45,acc0014,TRD2,Kraft Heinz,KHC,SELL,1740,35.26
T01619,2026-01-06 11:46,acc0008,TRD8,Advanced Micro Devices,AMD,BUY,261,142.49
T01620,2026-01-06 11:46,acc0014,TRD4,Shopify,SHOP,SELL,233,100.06
T01621,2026-01-06 11:46,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,2240,427.49
T01622,2026-01-06 11:46,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,6234,66.89
T01623,2026-01-06 11:46,acc0002,TRD2,iShares Core S&P/TSX Capped Composite Index ETF,XIC,SELL,11541,30.44
T01624,2026-01-06 11:46,acc0009,TRD9,Tilray Brands,TLRY,BUY,8044,2.18
T01625,2026-01-06 11:46,acc0018,TRD2,Exxon Mobil,XOM,BUY,416,109.51
T01626,2026-01-06 11:46,acc0008,TRD8,Advanced Micro Devices,AMD,BUY,114,142.36
T01627,2026-01-06 11:46,acc0001,TRD1,Apple,AAPL,SELL,895,191.4
T01628,2026-01-06 11:46,acc0014,TRD4,Plug Power,PLUG,SELL,4546,2.74
T01629,2026-01-06 11:46,acc0001,TRD1,Apple,AAPL,BUY,644,191.52
T01630,2026-01-06 11:46,acc0020,TRD4,Canadian Pacific Kansas City,CP,BUY,516,89.94
T01631,2026-01-06 11:46,acc0003,TRD3,BlackBerry,BB,SELL,21683,4.93
T01632,2026-01-06 11:47,acc0002,TRD2,iShares Core S&P/TSX Capped Composite Index ETF,XIC,SELL,4538,30.45
T01633,2026-01-06 11:47,acc0011,TRD1,Microsoft,MSFT,BUY,355,408.16
T01634,2026-01-06 11:47,acc0014,TRD2,Shopify,SHOP,SELL,710,100.36
T01635,2026-01-06 11:47,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,901,45.51
T01636,2026-01-06 11:47,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,3156,66.76
T01637,2026-01-06 11:47,acc0003,TRD3,Constellation Energy,CEG,BUY,736,135
T01638,2026-01-06 11:47,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,3322,66.74
T01639,2026-01-06 11:47,acc0001,TRD1,Apple,AAPL,SELL,965,191.67
T01640,2026-01-06 11:47,acc0004,TRD4,TELUS,T,SELL,3218,23.49
T01641,2026-01-06 11:47,acc0014,TRD2,Shopify,SHOP,SELL,876,100.28
T01642,2026-01-06 11:47,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,7117,66.72
T01643,2026-01-06 11:47,acc0017,TRD1,Google,GOOG,BUY,1035,153.48
T01644,2026-01-06 11:47,acc0005,TRD5,Tesla,TSLA,SELL,177,236.26
T01645,2026-01-06 11:47,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,525,183.5
T01646,2026-01-06 11:47,acc0017,TRD1,Google,GOOG,BUY,708,153.55
T01647,2026-01-06 11:47,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,918,45.58
T01648,2026-01-06 11:47,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,6750,11.32
T01649,2026-01-06 11:47,acc0001,TRD1,Apple,AAPL,SELL,801,191.89
T01650,2026-01-06 11:48,acc0014,TRD4,Kraft Heinz,KHC,SELL,804,35.26
T01651,2026-01-06 11:48,acc0020,TRD4,Canadian Pacific Kansas City,CP,SELL,927,89.44
T01652,2026-01-06 11:48,acc0005,TRD5,Tesla,TSLA,BUY,678,237.08
T01653,2026-01-06 11:48,acc0001,TRD1,Apple,AAPL,BUY,834,191.6
T01654,2026-01-06 11:48,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,5185,32.43
T01655,2026-01-06 11:48,acc0003,TRD3,Ford Motor,FORD,BUY,8184,13.12
T01656,2026-01-06 11:48,acc0014,TRD2,Shopify,SHOP,BUY,972,100.35
T01657,2026-01-06 11:48,acc0020,TRD4,Canadian Pacific Kansas City,CP,SELL,5762,89.51
T01658,2026-01-06 11:48,acc0014,TRD4,Shopify,SHOP,BUY,2060,100.13
T01659,2026-01-06 11:48,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,400,480.2
T01660,2026-01-06 11:48,acc0006,TRD10,TC Energy,TRP,BUY,3690,38.91
T01661,2026-01-06 11:48,acc0004,TRD4,TELUS,T,BUY,4774,23.49
T01662,2026-01-06 11:48,acc0014,TRD2,Kraft Heinz,KHC,SELL,5648,35.25
T01663,2026-01-06 11:49,acc0012,TRD2,Costco,COST,BUY,70,657.97
T01664,2026-01-06 11:49,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,2181,479.33
T01665,2026-01-06 11:49,acc0014,TRD2,Kraft Heinz,KHC,BUY,16018,35.3
T01666,2026-01-06 11:49,acc0008,TRD8,Advanced Micro Devices,AMD,SELL,393,141.56
T01667,2026-01-06 11:49,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,2509,45.7
T01668,2026-01-06 11:49,acc0016,TRD1,NVIDIA,NVDA,SELL,1567,604.14
T01669,2026-01-06 11:49,acc0017,TRD1,Bank of Montreal,BMO,BUY,691,117.7
T01670,2026-01-06 11:49,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,2284,428.04
T01671,2026-01-06 11:49,acc0001,TRD1,Apple,AAPL,SELL,768,191.63
T01672,2026-01-06 11:50,acc0012,TRD1,Royal Bank of Canada,RY,BUY,425,132.52
T01673,2026-01-06 11:50,acc0014,TRD2,Shopify,SHOP,SELL,1236,100.42
T01674,2026-01-06 11:50,acc0008,TRD9,Advanced Micro Devices,AMD,BUY,177,143.65
T01675,2026-01-06 11:50,acc0002,TRD2,iShares Core S&P/TSX Capped Composite Index ETF,XIC,SELL,7030,30.41
T01676,2026-01-06 11:50,acc0005,TRD5,Tesla,TSLA,SELL,509,236.14
T01677,2026-01-06 11:51,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,4564,11.35
T01678,2026-01-06 11:51,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,6671,32.31
T01679,2026-01-06 11:51,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,10177,11.37
T01680,2026-01-06 11:51,acc0004,TRD4,Air Canada,AC,BUY,5176,18.15
T01681,2026-01-06 11:51,acc0017,TRD1,Google,GOOG,SELL,1191,153.93
T01682,2026-01-06 11:51,acc0005,TRD5,Meta Platforms,META,BUY,210,373.1
T01683,2026-01-06 11:51,acc0019,TRD3,Home Depot,HD,SELL,1121,372.47
T01684,2026-01-06 11:52,acc0020,TRD4,Canadian Pacific Kansas City,CP,SELL,699,89.25
T01685,2026-01-06 11:52,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,2378,66.11
T01686,2026-01-06 11:52,acc0001,TRD1,Apple,AAPL,BUY,657,192.15
T01687,2026-01-06 11:52,acc0004,TRD4,TELUS,T,BUY,5902,23.53
T01688,2026-01-06 11:52,acc0007,TRD7,Suncor Energy,SU,SELL,866,39.24
T01689,2026-01-06 11:52,acc0003,TRD3,Constellation Energy,CEG,SELL,5220,136.25
T01690,2026-01-06 11:52,acc0018,TRD10,Exxon Mobil,XOM,SELL,51,109.25
T01691,2026-01-06 11:52,acc0011,TRD1,Microsoft,MSFT,SELL,467,410.24
T01692,2026-01-06 11:52,acc0003,TRD3,Constellation Energy,CEG,SELL,1402,136.23
T01693,2026-01-06 11:52,acc0004,TRD4,JPMorgan Chase,JPM,BUY,810,181.49
T01694,2026-01-06 11:52,acc0012,TRD1,Royal Bank of Canada,RY,BUY,1121,132.38
T01695,2026-01-06 11:52,acc0017,TRD1,Google,GOOG,SELL,1187,154.21
T01696,2026-01-06 11:52,acc0003,TRD3,Constellation Energy,CEG,SELL,1039,136.25
T01697,2026-01-06 11:52,acc0020,TRD2,Warner Bros. Discovery,WBD,SELL,30899,11.34
T01698,2026-01-06 11:52,acc0003,TRD3,Constellation Energy,CEG,BUY,689,136.45
T01699,2026-01-06 11:52,acc0012,TRD1,Royal Bank of Canada,RY,BUY,1040,132.52
T01700,2026-01-06 11:53,acc0003,TRD10,Constellation Energy,CEG,BUY,294,136.91
T01701,2026-01-06 11:53,acc0003,TRD3,Constellation Energy,CEG,SELL,862,136.78
T01702,2026-01-06 11:53,acc0002,TRD2,iShares Core S&P/TSX Capped Composite Index ETF,XIC,BUY,8892,30.47
T01703,2026-01-06 11:53,acc0017,TRD1,Bank of Montreal,BMO,SELL,1934,118.48
T01704,2026-01-06 11:53,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1827,45.76
T01705,2026-01-06 11:53,acc0018,TRD1,SPDR Gold Shares,GLD,SELL,654,183.5
T01706,2026-01-06 11:53,acc0014,TRD4,Shopify,SHOP,SELL,488,100.29
T01707,2026-01-06 11:53,acc0001,TRD1,Apple,AAPL,SELL,1047,192.06
T01708,2026-01-06 11:53,acc0004,TRD10,Air Canada,AC,BUY,2518,17.98
T01709,2026-01-06 11:53,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,519,183.63
T01710,2026-01-06 11:53,acc0004,TRD4,JPMorgan Chase,JPM,BUY,780,181.61
T01711,2026-01-06 11:53,acc0018,TRD2,SPDR Gold Shares,GLD,SELL,180,183.54
T01712,2026-01-06 11:53,acc0016,TRD1,NVIDIA,NVDA,SELL,371,605.98
T01713,2026-01-06 11:53,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,8778,32.34
T01714,2026-01-06 11:53,acc0009,TRD9,Canopy Growth,CGC,SELL,1049,7.41
T01715,2026-01-06 11:53,acc0017,TRD1,Bank of Montreal,BMO,SELL,1633,118.55
T01716,2026-01-06 11:53,acc0006,TRD6,TC Energy,TRP,SELL,1373,38.82
T01717,2026-01-06 11:54,acc0014,TRD4,Kraft Heinz,KHC,SELL,498,34.97
T01718,2026-01-06 11:54,acc0004,TRD4,JPMorgan Chase,JPM,BUY,678,182
T01719,2026-01-06 11:54,acc0003,TRD3,BlackBerry,BB,BUY,11541,4.9
T01720,2026-01-06 11:54,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,3016,46.12
T01721,2026-01-06 11:54,acc0003,TRD3,Constellation Energy,CEG,SELL,1109,137.2
T01722,2026-01-06 11:54,acc0006,TRD5,B2Gold,BTO,BUY,21683,3.7
T01723,2026-01-06 11:54,acc0003,TRD3,Constellation Energy,CEG,SELL,1464,137.24
T01724,2026-01-06 11:54,acc0005,TRD5,Meta Platforms,META,BUY,313,368.26
T01725,2026-01-06 11:54,acc0012,TRD1,Costco,COST,BUY,98,655.11
T01726,2026-01-06 11:54,acc0012,TRD2,Amazon,AMZN,BUY,313,164.65
T01727,2026-01-06 11:54,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,17486,11.35
T01728,2026-01-06 11:54,acc0001,TRD1,Apple,AAPL,SELL,423,191.97
T01729,2026-01-06 11:54,acc0014,TRD4,Shopify,SHOP,SELL,212,100.65
T01730,2026-01-06 11:54,acc0014,TRD4,Shopify,SHOP,SELL,334,100.54
T01731,2026-01-06 11:55,acc0008,TRD8,Palantir,PLTR,BUY,1819,18.4
T01732,2026-01-06 11:55,acc0019,TRD3,Olema Pharmaceuticals,OLMA,BUY,11559,16.24
T01733,2026-01-06 11:55,acc0001,TRD1,Apple,AAPL,BUY,1910,191.7
T01734,2026-01-06 11:55,acc0005,TRD5,Meta Platforms,META,SELL,283,367.02
T01735,2026-01-06 11:55,acc0008,TRD8,Advanced Micro Devices,AMD,SELL,147,142.73
T01736,2026-01-06 11:55,acc0012,TRD2,Amazon,AMZN,BUY,236,164.78
T01737,2026-01-06 11:55,acc0017,TRD1,Bank of Montreal,BMO,SELL,1819,118.86
T01738,2026-01-06 11:55,acc0001,TRD1,Apple,AAPL,SELL,811,191.42
T01739,2026-01-06 11:55,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,761,429.15
T01740,2026-01-06 11:56,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,397,183.47
T01741,2026-01-06 11:56,acc0017,TRD1,Bank of Montreal,BMO,SELL,1033,118.86
T01742,2026-01-06 11:56,acc0013,TRD3,Canadian National Railway,CNR,BUY,400,164.84
T01743,2026-01-06 11:56,acc0014,TRD2,Shopify,SHOP,SELL,1070,100.77
T01744,2026-01-06 11:56,acc0002,TRD10,iShares Core S&P/TSX Capped Composite Index ETF,XIC,BUY,883,30.65
T01745,2026-01-06 11:56,acc0004,TRD4,JPMorgan Chase,JPM,BUY,1997,180.86
T01746,2026-01-06 11:56,acc0010,TRD6,Barrick Gold,GOLD,BUY,6015,18.33
T01747,2026-01-06 11:56,acc0004,TRD4,TELUS,T,SELL,5106,23.36
T01748,2026-01-06 11:56,acc0014,TRD2,Kraft Heinz,KHC,BUY,1652,35.2
T01749,2026-01-06 11:56,acc0002,TRD2,iShares Core S&P/TSX Capped Composite Index ETF,XIC,SELL,10597,30.6
T01750,2026-01-06 11:56,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,2779,429.93
T01751,2026-01-06 11:56,acc0008,TRD9,Palantir,PLTR,SELL,944,18.23
T01752,2026-01-06 11:56,acc0018,TRD2,Exxon Mobil,XOM,SELL,224,109.98
T01753,2026-01-06 11:56,acc0011,TRD1,Microsoft,MSFT,BUY,692,406.89
T01754,2026-01-06 11:56,acc0017,TRD1,Bank of Montreal,BMO,BUY,1306,118.98
T01755,2026-01-06 11:56,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1067,45.85
T01756,2026-01-06 11:56,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,SELL,694,477.18
T01757,2026-01-06 11:56,acc0014,TRD2,Kraft Heinz,KHC,BUY,2815,35.2
T01758,2026-01-06 11:56,acc0006,TRD5,TC Energy,TRP,BUY,1722,39.01
T01759,2026-01-06 11:56,acc0012,TRD1,Costco,COST,BUY,147,650.61
T01760,2026-01-06 11:56,acc0003,TRD3,Constellation Energy,CEG,SELL,855,137.14
T01761,2026-01-06 11:56,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,248,429.59
T01762,2026-01-06 11:56,acc0011,TRD1,Bank of Nova Scotia,BNS,SELL,2028,65.95
T01763,2026-01-06 11:57,acc0019,TRD3,Olema Pharmaceuticals,OLMA,SELL,172137,16.13
T01764,2026-01-06 11:57,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1346,45.89
T01765,2026-01-06 11:57,acc0014,TRD10,Shopify,SHOP,BUY,122,100.47
T01766,2026-01-06 11:57,acc0003,TRD3,Constellation Energy,CEG,SELL,560,136.83
T01767,2026-01-06 11:57,acc0009,TRD9,Canopy Growth,CGC,BUY,1451,7.53
T01768,2026-01-06 11:57,acc0002,TRD2,Toronto-Dominion Bank,TD,BUY,1565,84.12
T01769,2026-01-06 11:57,acc0003,TRD10,BlackBerry,BB,SELL,4721,4.87
T01770,2026-01-06 11:57,acc0019,TRD3,Olema Pharmaceuticals,OLMA,BUY,14706,16.2
T01771,2026-01-06 11:57,acc0010,TRD6,Nano Dimension,NNDM,SELL,21333,2.54
T01772,2026-01-06 11:57,acc0017,TRD1,Bank of Montreal,BMO,SELL,2158,118.87
T01773,2026-01-06 11:57,acc0006,TRD5,TC Energy,TRP,SELL,3086,39.09
T01774,2026-01-06 11:58,acc0011,TRD1,Microsoft,MSFT,BUY,1070,407.2
T01775,2026-01-06 11:58,acc0020,TRD4,Canadian Pacific Kansas City,CP,SELL,1346,88.48
T01776,2026-01-06 11:58,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,589,430.45
T01777,2026-01-06 11:58,acc0018,TRD1,SPDR Gold Shares,GLD,SELL,920,183.43
T01778,2026-01-06 11:58,acc0020,TRD2,Canadian Pacific Kansas City,CP,SELL,2256,88.38
T01779,2026-01-06 11:58,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,490,430.84
T01780,2026-01-06 11:58,acc0001,TRD1,Apple,AAPL,BUY,1558,191.66
T01781,2026-01-06 11:58,acc0013,TRD3,Canadian National Railway,CNR,SELL,423,165.65
T01782,2026-01-06 11:58,acc0010,TRD6,Barrick Gold,GOLD,SELL,7484,18.49
T01783,2026-01-06 11:58,acc0005,TRD5,Meta Platforms,META,BUY,227,367.66
T01784,2026-01-06 11:58,acc0009,TRD10,Tilray Brands,TLRY,BUY,532987,2.24
T01785,2026-01-06 11:58,acc0012,TRD1,Amazon,AMZN,BUY,626,164.84
T01786,2026-01-06 11:58,acc0010,TRD10,Barrick Gold,GOLD,BUY,41850,18.52
T01787,2026-01-06 11:58,acc0016,TRD1,NVIDIA,NVDA,SELL,563,601.93
T01788,2026-01-06 11:58,acc0008,TRD8,Advanced Micro Devices,AMD,SELL,142,142.93
T01789,2026-01-06 11:59,acc0012,TRD2,Amazon,AMZN,SELL,399,164.93
T01790,2026-01-06 11:59,acc0014,TRD2,Shopify,SHOP,SELL,1187,101.06
T01791,2026-01-06 11:59,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,2256,66.97
T01792,2026-01-06 11:59,acc0004,TRD4,TELUS,T,SELL,5762,23.43
T01793,2026-01-06 11:59,acc0011,TRD1,Microsoft,MSFT,BUY,217,408.22
T01794,2026-01-06 11:59,acc0004,TRD4,JPMorgan Chase,JPM,SELL,783,181.63
T01795,2026-01-06 11:59,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,1836,45.97
T01796,2026-01-06 11:59,acc0014,TRD4,Shopify,SHOP,SELL,189,101.1
T01797,2026-01-06 11:59,acc0004,TRD4,JPMorgan Chase,JPM,SELL,769,181.89
T01798,2026-01-06 11:59,acc0004,TRD4,JPMorgan Chase,JPM,SELL,343,181.87
T01799,2026-01-06 11:59,acc0004,TRD10,TELUS,T,SELL,2413,23.41
T01800,2026-01-06 11:59,acc0007,TRD7,Enbridge,ENB,BUY,761,49.1
T01801,2026-01-06 11:59,acc0019,TRD3,Home Depot,HD,SELL,1642,370.45
T01802,2026-01-06 11:59,acc0014,TRD4,Shopify,SHOP,BUY,145,101.23
T01803,2026-01-06 11:59,acc0011,TRD1,Microsoft,MSFT,BUY,584,407.81
T01804,2026-01-06 12:00,acc0012,TRD2,Royal Bank of Canada,RY,SELL,315,133.52
T01805,2026-01-06 12:00,acc0003,TRD3,Constellation Energy,CEG,BUY,1516,137.13
T01806,2026-01-06 12:00,acc0016,TRD1,NVIDIA,NVDA,SELL,628,602.05
T01807,2026-01-06 12:00,acc0006,TRD5,B2Gold,BTO,SELL,25355,3.76
T01808,2026-01-06 12:00,acc0017,TRD1,Google,GOOG,BUY,948,152.54
T01809,2026-01-06 12:00,acc0014,TRD4,Shopify,SHOP,BUY,434,101.23
T01810,2026-01-06 12:00,acc0009,TRD9,Canopy Growth,CGC,BUY,892,7.51
T01811,2026-01-06 12:00,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,16420,11.27
T01812,2026-01-06 12:00,acc0013,TRD3,Canadian National Railway,CNR,SELL,603,166.58
T01813,2026-01-06 12:00,acc0008,TRD10,Advanced Micro Devices,AMD,SELL,542,146.36
T01814,2026-01-06 12:00,acc0003,TRD3,BlackBerry,BB,SELL,7169,4.92
